DT_COMPTC,CAPTC_DIA,RESG_DIA
2008-08-25,86.318,98.845
2008-08-26,163.137,148.91
2008-08-27,116.782,226.785
2008-08-28,158.173,209.538
2008-08-29,210.034,145.962
2008-09-01,85.427,80.855
2008-09-02,215.987,183.898
2008-09-03,108.645,172.916
2008-09-04,358.108,130.075
2008-09-05,403.715,127.011
2008-09-08,169.224,217.159
2008-09-09,215.505,358.456
2008-09-10,313.287,203.316
2008-09-11,66.153,212.07
2008-09-12,86.414,98.441
2008-09-15,108.709,200.574
2008-09-16,393.206,226.144
2008-09-17,97.707,138.32
2008-09-18,277.036,293.156
2008-09-19,84.124,210.928
2008-09-22,116.843,334.273
2008-09-23,265.296,391.87
2008-09-24,83.679,149.547
2008-09-25,78.329,158.347
2008-09-26,188.232,87.34
2008-09-29,94.324,219.056
2008-09-30,513.143,232.876
2008-10-01,96.59,140.855
2008-10-02,146.52,344.075
2008-10-03,632.811,450.347
2008-10-06,230.242,123.239
2008-10-07,137.493,247.36
2008-10-08,171.869,137.355
2008-10-09,98.578,287.764
2008-10-10,237.927,171.811
2008-10-13,138.838,346.018
2008-10-14,270.432,143.105
2008-10-15,237.358,361.991
2008-10-16,142.568,136.686
2008-10-17,304.213,100.846
2008-10-20,66.138,72.286
2008-10-21,75.41,109.28
2008-10-22,155.808,305.049
2008-10-23,228.864,48.335
2008-10-24,99.032,78.443
2008-10-27,71.013,102.458
2008-10-28,119.562,167.597
2008-10-29,56.678,123.211
2008-10-30,62.638,86.657
2008-10-31,353.884,123.255
2008-11-03,168.183,158.522
2008-11-04,128.377,204.609
2008-11-05,183.934,107.75
2008-11-06,96.039,147.058
2008-11-07,128.144,81.003
2008-11-10,273.922,206.79
2008-11-11,145.165,68.111
2008-11-12,170.735,44.27
2008-11-13,279.983,49.706
2008-11-14,42.796,73.393
2008-11-17,29.966,60.194
2008-11-18,50.811,87.589
2008-11-19,53.185,272.318
2008-11-20,18.206,538.435
2008-11-21,60.851,70.748
2008-11-24,50.781,93.649
2008-11-25,31.025,102.584
2008-11-26,83.062,86.521
2008-11-27,43.367,52.58
2008-11-28,47.781,103.652
2008-12-01,77.363,78.467
2008-12-02,32.869,102.289
2008-12-03,47.632,30.473
2008-12-04,33.605,106.014
2008-12-05,45.381,50.328
2008-12-08,39.729,99.762
2008-12-09,34.976,73.933
2008-12-10,28.71,142.276
2008-12-11,51.413,150.399
2008-12-12,187.933,154.072
2008-12-15,120.51,60.09
2008-12-16,34.752,113.102
2008-12-17,38.741,95.911
2008-12-18,174.811,87.933
2008-12-19,42.944,90.731
2008-12-22,55.091,61.542
2008-12-23,81.026,178.614
2008-12-24,23.06,71.746
2008-12-26,44.352,74.663
2008-12-29,31.079,74.167
2008-12-30,51.047,83.811
2008-12-31,20.178,22.18
2009-01-02,28.628,49.857
2009-01-05,3645.123,461.404
2009-01-06,29.782,157.742
2009-01-07,36.691,91.428
2009-01-08,28.747,258.66
2009-01-09,82.015,115.41
2009-01-12,83.835,89.599
2009-01-13,116.526,58.893
2009-01-14,68.703,66.453
2009-01-15,131.711,45.777
2009-01-16,97.059,21.928
2009-01-19,93.045,36.713
2009-01-20,60.058,30.442
2009-01-21,32.003,37.87
2009-01-22,92.38,160.739
2009-01-23,125.614,33.919
2009-01-26,43.315,37.854
2009-01-27,14.15,48.253
2009-01-28,67.316,77.165
2009-01-29,30.065,144.119
2009-01-30,55.319,84.172
2009-02-02,49.887,42.255
2009-02-03,14.801,53.496
2009-02-04,40.208,87.631
2009-02-05,22.243,90.529
2009-02-06,44.614,237.838
2009-02-09,48.496,198.258
2009-02-10,58.623,202.677
2009-02-11,86.525,126.309
2009-02-12,43.459,72.294
2009-02-13,59.72,73.876
2009-02-16,99.397,114.799
2009-02-17,82.314,70.03
2009-02-18,78.871,97.72
2009-02-19,98.814,54.939
2009-02-20,226.976,227.78
2009-02-25,43.907,29.831
2009-02-26,21.21,36.276
2009-02-27,46.09,61.044
2009-03-02,76.552,44.163
2009-03-03,67.638,49.799
2009-03-04,54.196,145.673
2009-03-05,130.811,63.085
2009-03-06,69.338,52.764
2009-03-09,61.245,72.321
2009-03-10,32.325,58.539
2009-03-11,21.142,53.878
2009-03-12,14.134,85.996
2009-03-13,37.582,119.414
2009-03-16,64.046,49.703
2009-03-17,47.098,90.08
2009-03-18,65.275,34.577
2009-03-19,40.287,213.187
2009-03-20,70.196,118.069
2009-03-23,52.971,200.912
2009-03-24,82.396,103.543
2009-03-25,110.851,129.259
2009-03-26,41.919,68.963
2009-03-27,132.479,47.481
2009-03-30,68.663,79.43
2009-03-31,234.504,53.054
2009-04-01,62.034,48.593
2009-04-02,45.765,98.765
2009-04-03,93.588,175.386
2009-04-06,81.679,126.607
2009-04-07,31.616,134.171
2009-04-08,30.11,133.118
2009-04-09,119.723,49.199
2009-04-13,51.063,48.456
2009-04-14,66.943,167.736
2009-04-15,113.47,193.385
2009-04-16,41.982,93.484
2009-04-17,52.58,102.69
2009-04-20,70.121,164.302
2009-04-22,91.026,35.292
2009-04-23,60.071,86.084
2009-04-24,50.652,35.592
2009-04-27,728.874,791.415
2009-04-28,126.5,166.514
2009-04-29,92.165,84.189
2009-04-30,275.048,285.21
2009-05-04,45.634,129.83
2009-05-05,172.252,186.821
2009-05-06,131.154,332.555
2009-05-07,113.596,198.139
2009-05-08,306.673,111.184
2009-05-11,111.361,75.037
2009-05-12,96.657,75.829
2009-05-13,85.395,56.638
2009-05-14,67.396,72.853
2009-05-15,71.211,105.783
2009-05-18,127.264,61.037
2009-05-19,86.693,92.323
2009-05-20,45.875,385.317
2009-05-21,63.542,67.668
2009-05-22,66.528,106.717
2009-05-25,104.88,94.981
2009-05-26,81.943,77.968
2009-05-27,72.142,85.006
2009-05-28,65.531,102.031
2009-05-29,128.918,106.479
2009-06-01,101.489,141.354
2009-06-02,157.584,159.149
2009-06-03,125.862,209.664
2009-06-04,221.43,104.226
2009-06-05,97.004,74.075
2009-06-08,96.166,240.426
2009-06-09,79.185,421.459
2009-06-10,59.5,56.244
2009-06-12,65.801,148.371
2009-06-15,116.083,68.301
2009-06-16,127.401,79.649
2009-06-17,100.769,169.72
2009-06-18,141.022,92.135
2009-06-19,81.651,93.995
2009-06-22,157.23,167.266
2009-06-23,97.518,142.32
2009-06-24,136.932,52.637
2009-06-25,128.393,57.131
2009-06-26,574.596,673.295
2009-06-29,113.332,151.659
2009-06-30,198.93,95.103
2009-07-01,91.982,61.889
2009-07-02,55.847,41.335
2009-07-03,64.34,32.492
2009-07-06,159.583,63.662
2009-07-07,59.379,116.506
2009-07-08,194.316,42.121
2009-07-09,35.332,36.573
2009-07-10,77.355,42.075
2009-07-13,86.716,57.792
2009-07-14,34.32,47.681
2009-07-15,173.95,64.845
2009-07-16,51.716,51.792
2009-07-17,81.002,185.577
2009-07-20,61.009,80.984
2009-07-21,111.109,94.945
2009-07-22,188.221,198.689
2009-07-23,56.515,99.227
2009-07-24,62.102,87.584
2009-07-27,109.429,177.87
2009-07-28,47.644,76.14
2009-07-29,138.729,67.516
2009-07-30,104.469,87.858
2009-07-31,124.837,180.809
2009-08-03,69.089,151.523
2009-08-04,106.204,123.404
2009-08-05,82.055,116.143
2009-08-06,89.608,48.059
2009-08-07,362.994,279.105
2009-08-10,129.961,38.544
2009-08-11,112.985,60.645
2009-08-12,73.635,68.608
2009-08-13,100.599,111.871
2009-08-14,258.149,242.445
2009-08-17,181.572,80.425
2009-08-18,256.271,69.322
2009-08-19,163.279,115.664
2009-08-20,96.477,63.325
2009-08-21,90.17,51.547
2009-08-24,91.75,83.803
2009-08-25,134.251,85.171
2009-08-26,115.07,93.323
2009-08-27,144.886,59.757
2009-08-28,198.855,50.418
2009-08-31,157.544,72.969
2009-09-01,105.365,73.885
2009-09-02,156.333,109.208
2009-09-03,132.504,104.232
2009-09-04,100.794,67.421
2009-09-08,123.284,61.211
2009-09-09,102.887,156.363
2009-09-10,82.667,83.477
2009-09-11,152.02,112.002
2009-09-14,69.661,81.617
2009-09-15,73.975,91.827
2009-09-16,185.035,126.711
2009-09-17,98.903,118.448
2009-09-18,1287.214,162.181
2009-09-21,112.561,88.504
2009-09-22,84.203,122.294
2009-09-23,121.282,126.099
2009-09-24,171.471,112.863
2009-09-25,147.538,85.878
2009-09-28,100.044,72.743
2009-09-29,134.175,116.756
2009-09-30,135.454,111.679
2009-10-01,120.557,107.918
2009-10-02,148.473,84.586
2009-10-05,106.081,77.969
2009-10-06,106.613,131.564
2009-10-07,93.784,92.23
2009-10-08,108.85,116.007
2009-10-09,91.734,107.902
2009-10-13,155.64,177.072
2009-10-14,96.719,173.862
2009-10-15,156.815,132.703
2009-10-16,180.762,163.576
2009-10-19,366.751,174.367
2009-10-20,222.644,358.067
2009-10-21,177.331,186.634
2009-10-22,138.713,151.426
2009-10-23,178.548,104.53
2009-10-26,183.914,113.773
2009-10-27,155.63,140.55
2009-10-28,253.562,156.141
2009-10-29,234.338,218.194
2009-10-30,252.456,146.9
2009-11-03,173.077,185.88
2009-11-04,243.882,127.634
2009-11-05,222.621,85.972
2009-11-06,158.843,116.873
2009-11-09,191.733,164.436
2009-11-10,174.612,116.115
2009-11-11,104.611,197.149
2009-11-12,101.694,151.774
2009-11-13,166.126,96.689
2009-11-16,104.873,141.097
2009-11-17,102.304,127.994
2009-11-18,96.997,154.199
2009-11-19,198.769,161.124
2009-11-20,64.707,59.507
2009-11-23,170.81,44.677
2009-11-24,122.562,92.666
2009-11-25,118.037,405.754
2009-11-26,178.719,104.366
2009-11-27,139.459,95.571
2009-11-30,112.579,148.364
2009-12-01,338.237,255.371
2009-12-02,137.834,161.363
2009-12-03,111.116,232.095
2009-12-04,159.539,165.26
2009-12-07,239.194,88.054
2009-12-08,114.358,85.181
2009-12-09,306.257,274.509
2009-12-10,75.077,115.825
2009-12-11,152.766,105.572
2009-12-14,144.122,108.841
2009-12-15,82.666,228.748
2009-12-16,134.199,419.375
2009-12-17,232.034,290.025
2009-12-18,230.717,331.425
2009-12-21,156.251,186.562
2009-12-22,160.159,134.527
2009-12-23,241.828,104.973
2009-12-24,97.985,67.102
2009-12-28,121.706,29.867
2009-12-29,149.254,114.932
2009-12-30,190.551,67.011
2009-12-31,67.69,51.976
2010-01-04,144.005,57.114
2010-01-05,196.187,104.406
2010-01-06,171.613,160.11
2010-01-07,164.707,103.306
2010-01-08,190.441,113.0
2010-01-11,248.699,73.876
2010-01-12,230.028,77.845
2010-01-13,179.871,63.888
2010-01-14,149.654,60.849
2010-01-15,215.885,131.945
2010-01-18,151.87,87.644
2010-01-19,132.002,169.625
2010-01-20,163.463,62.703
2010-01-21,255.07,128.819
2010-01-22,1059.027,93.419
2010-01-25,107.973,82.731
2010-01-26,106.007,122.353
2010-01-27,199.07,120.573
2010-01-28,201.24,112.189
2010-01-29,158.055,95.176
2010-02-01,236.389,99.275
2010-02-02,136.574,96.344
2010-02-03,125.959,71.739
2010-02-04,202.175,143.642
2010-02-05,430.096,174.845
2010-02-08,189.108,183.359
2010-02-09,110.256,134.652
2010-02-10,600.676,49.389
2010-02-11,166.7,116.747
2010-02-12,129.864,112.118
2010-02-17,85.452,216.074
2010-02-18,81.296,91.063
2010-02-19,109.748,133.264
2010-02-22,100.915,155.848
2010-02-23,117.804,119.986
2010-02-24,123.417,69.754
2010-02-25,70.636,80.449
2010-02-26,88.454,106.968
2010-03-01,105.176,81.679
2010-03-02,72.379,91.971
2010-03-03,99.246,193.858
2010-03-04,111.927,100.482
2010-03-05,155.013,117.53
2010-03-08,103.742,114.938
2010-03-09,229.179,212.951
2010-03-10,85.182,131.683
2010-03-11,99.834,198.492
2010-03-12,92.905,110.909
2010-03-15,158.289,110.149
2010-03-16,91.343,87.924
2010-03-17,80.09,89.823
2010-03-18,102.864,109.16
2010-03-19,83.457,76.485
2010-03-22,88.284,97.529
2010-03-23,92.309,71.647
2010-03-24,157.991,115.918
2010-03-25,80.198,76.93
2010-03-26,82.71,82.9
2010-03-29,119.719,73.543
2010-03-30,102.094,114.757
2010-03-31,491.8,146.984
2010-04-01,294.121,164.369
2010-04-05,88.344,165.209
2010-04-06,89.23,153.539
2010-04-07,122.816,176.165
2010-04-08,119.294,97.769
2010-04-09,160.34,128.589
2010-04-12,151.121,161.315
2010-04-13,143.815,227.342
2010-04-14,102.796,105.629
2010-04-15,196.636,116.368
2010-04-16,199.862,63.902
2010-04-19,362.93,274.573
2010-04-20,558.378,133.689
2010-04-22,261.184,89.644
2010-04-23,592.511,154.144
2010-04-26,136.007,147.264
2010-04-27,150.211,312.835
2010-04-28,192.856,422.1
2010-04-29,121.447,119.512
2010-04-30,536.225,439.089
2010-05-03,212.797,66.277
2010-05-04,250.478,101.859
2010-05-05,315.771,236.278
2010-05-06,166.325,140.778
2010-05-07,157.713,149.454
2010-05-10,228.705,224.21
2010-05-11,194.171,129.181
2010-05-12,147.179,254.754
2010-05-13,110.931,91.413
2010-05-14,310.408,69.073
2010-05-17,265.807,152.281
2010-05-18,199.112,173.562
2010-05-19,166.868,551.497
2010-05-20,160.925,562.348
2010-05-21,376.093,286.368
2010-05-24,305.896,113.457
2010-05-25,142.541,59.693
2010-05-26,111.13,143.903
2010-05-27,166.136,77.071
2010-05-28,173.332,69.445
2010-05-31,102.082,218.802
2010-06-01,139.905,63.787
2010-06-02,82.682,97.814
2010-06-04,66.942,45.647
2010-06-07,253.121,250.45
2010-06-08,65.164,74.656
2010-06-09,98.846,111.274
2010-06-10,71.416,81.642
2010-06-11,71.567,83.905
2010-06-14,169.728,81.782
2010-06-15,87.412,196.913
2010-06-16,70.115,163.971
2010-06-17,57.717,94.873
2010-06-18,53.39,127.987
2010-06-21,96.824,127.189
2010-06-22,72.78,104.009
2010-06-23,125.738,105.671
2010-06-24,55.848,58.935
2010-06-25,269.73,79.608
2010-06-28,117.355,324.473
2010-06-29,202.352,122.39
2010-06-30,150.283,163.386
2010-07-01,224.019,64.521
2010-07-02,160.953,115.62
2010-07-05,68.951,49.226
2010-07-06,624.848,82.655
2010-07-07,89.831,78.49
2010-07-08,76.415,81.122
2010-07-09,26.481,107.73
2010-07-12,46.35,76.094
2010-07-13,136.83,188.506
2010-07-14,116.106,99.905
2010-07-15,87.449,77.763
2010-07-16,138.365,116.284
2010-07-19,75.067,73.324
2010-07-20,58.731,105.259
2010-07-21,74.762,94.826
2010-07-22,56.994,117.968
2010-07-23,815.212,201.013
2010-07-26,58.193,95.793
2010-07-27,112.257,140.004
2010-07-28,46.794,205.552
2010-07-29,134.936,130.382
2010-07-30,180.403,114.886
2010-08-02,178.44,123.597
2010-08-03,123.355,266.03
2010-08-04,164.294,240.477
2010-08-05,89.993,120.658
2010-08-06,109.062,80.987
2010-08-09,107.171,141.147
2010-08-10,127.087,119.172
2010-08-11,190.838,69.495
2010-08-12,59.253,88.751
2010-08-13,154.373,101.076
2010-08-16,92.177,59.507
2010-08-17,104.42,88.227
2010-08-18,66.402,86.371
2010-08-19,137.058,59.29
2010-08-20,52.76,151.601
2010-08-23,170.24,81.537
2010-08-24,64.185,76.661
2010-08-25,147.068,84.76
2010-08-26,171.806,140.515
2010-08-27,88.105,140.85
2010-08-30,155.549,80.659
2010-08-31,76.502,72.607
2010-09-01,93.802,98.675
2010-09-02,2025.928,110.046
2010-09-03,65.587,80.316
2010-09-06,101.78,93.106
2010-09-08,120.766,67.076
2010-09-09,506.079,48.789
2010-09-10,74.479,64.889
2010-09-13,136.94,135.798
2010-09-14,71.429,119.218
2010-09-15,96.666,220.454
2010-09-16,62.86,105.707
2010-09-17,102.836,70.865
2010-09-20,117.152,113.424
2010-09-21,263.329,82.133
2010-09-22,92.099,99.402
2010-09-23,1573.616,1584.093
2010-09-24,275.157,191.741
2010-09-27,122.174,201.018
2010-09-28,230.323,111.384
2010-09-29,281.348,162.232
2010-09-30,231.492,127.7
2010-10-01,101.925,162.186
2010-10-04,101.948,145.349
2010-10-05,155.428,206.615
2010-10-06,166.807,163.155
2010-10-07,131.879,154.467
2010-10-08,107.467,162.775
2010-10-11,187.144,106.696
2010-10-13,73.725,110.484
2010-10-14,80.878,147.838
2010-10-15,148.41,170.675
2010-10-18,121.258,166.383
2010-10-19,111.239,160.533
2010-10-20,221.443,332.497
2010-10-21,248.082,103.679
2010-10-22,241.304,187.544
2010-10-25,204.426,166.267
2010-10-26,202.507,90.706
2010-10-27,183.014,84.89
2010-10-28,165.821,132.846
2010-10-29,195.338,97.406
2010-11-01,154.673,125.677
2010-11-03,102.052,119.604
2010-11-04,317.392,131.43
2010-11-05,647.774,670.658
2010-11-08,167.455,261.95
2010-11-09,110.738,164.674
2010-11-10,87.004,100.074
2010-11-11,126.791,80.012
2010-11-12,99.598,79.825
2010-11-16,194.501,73.596
2010-11-17,151.72,173.793
2010-11-18,78.724,97.113
2010-11-19,119.886,88.043
2010-11-22,162.301,197.884
2010-11-23,170.883,81.196
2010-11-24,86.658,150.31
2010-11-25,108.078,194.567
2010-11-26,350.087,307.93
2010-11-29,132.47,74.53
2010-11-30,118.748,72.312
2010-12-01,166.269,138.301
2010-12-02,135.501,91.536
2010-12-03,79.516,66.253
2010-12-06,73.987,60.597
2010-12-07,106.251,113.683
2010-12-08,132.701,182.205
2010-12-09,120.282,75.584
2010-12-10,638.574,76.717
2010-12-13,90.119,111.691
2010-12-14,134.356,212.413
2010-12-15,79.876,124.628
2010-12-16,98.51,103.108
2010-12-17,96.15,107.196
2010-12-20,158.744,165.726
2010-12-21,68.928,115.465
2010-12-22,85.159,86.05
2010-12-23,81.879,117.748
2010-12-24,65.797,135.978
2010-12-27,293.069,107.91
2010-12-28,76.46,101.585
2010-12-29,136.763,150.101
2010-12-30,334.628,380.596
2010-12-31,29.482,83.379
2011-01-03,160.291,83.78
2011-01-04,71.662,189.41
2011-01-05,338.105,124.991
2011-01-06,134.121,132.98
2011-01-07,124.126,111.192
2011-01-10,161.171,95.623
2011-01-11,74.208,101.377
2011-01-12,62.659,208.763
2011-01-13,108.408,117.483
2011-01-14,84.627,177.22
2011-01-17,167.094,210.884
2011-01-18,125.825,116.029
2011-01-19,115.791,63.963
2011-01-20,139.889,112.031
2011-01-21,95.874,102.056
2011-01-24,265.21,89.402
2011-01-25,43.571,235.054
2011-01-26,65.99,134.929
2011-01-27,145.711,76.559
2011-01-28,227.041,184.849
2011-01-31,173.032,88.237
2011-02-01,175.459,134.346
2011-02-02,158.783,99.487
2011-02-03,92.001,66.962
2011-02-04,195.443,67.382
2011-02-07,104.642,70.22
2011-02-08,93.857,77.764
2011-02-09,95.773,73.368
2011-02-10,127.635,106.745
2011-02-11,153.929,85.248
2011-02-14,191.89,80.244
2011-02-15,101.854,66.605
2011-02-16,128.436,73.163
2011-02-17,159.168,298.908
2011-02-18,79.571,102.63
2011-02-21,111.599,91.56
2011-02-22,101.114,159.66
2011-02-23,57.363,163.106
2011-02-24,260.852,132.329
2011-02-25,119.916,128.265
2011-02-28,249.976,211.252
2011-03-01,213.017,199.988
2011-03-02,78.205,154.998
2011-03-03,2945.256,197.718
2011-03-04,77.318,151.448
2011-03-09,83.583,166.737
2011-03-10,175.675,72.782
2011-03-11,62.784,96.866
2011-03-14,342.885,180.837
2011-03-15,158.05,120.399
2011-03-16,101.169,110.564
2011-03-17,112.672,108.494
2011-03-18,118.664,151.061
2011-03-21,180.373,106.937
2011-03-22,325.616,110.716
2011-03-23,162.978,114.297
2011-03-24,45.707,78.997
2011-03-25,155.682,260.145
2011-03-28,148.874,95.474
2011-03-29,95.392,93.221
2011-03-30,94.347,134.818
2011-03-31,145.886,117.134
2011-04-01,80.074,115.867
2011-04-04,80.679,256.724
2011-04-05,115.21,107.179
2011-04-06,113.225,148.808
2011-04-07,85.552,71.376
2011-04-08,286.805,115.96
2011-04-11,73.63,79.11
2011-04-12,108.653,233.03
2011-04-13,118.89,164.291
2011-04-14,103.316,62.34
2011-04-15,188.589,204.161
2011-04-18,94.271,106.612
2011-04-19,152.994,110.95
2011-04-20,85.162,64.851
2011-04-25,201.609,78.114
2011-04-26,129.496,95.711
2011-04-27,154.766,107.971
2011-04-28,85.841,76.64
2011-04-29,107.354,115.46
2011-05-02,139.204,100.218
2011-05-03,89.547,94.047
2011-05-04,160.062,114.575
2011-05-05,197.542,127.118
2011-05-06,135.249,116.885
2011-05-09,85.447,75.828
2011-05-10,145.513,80.179
2011-05-11,138.355,107.75
2011-05-12,100.204,184.149
2011-05-13,162.718,184.333
2011-05-16,99.343,62.636
2011-05-17,92.282,101.768
2011-05-18,178.149,117.979
2011-05-19,169.449,112.355
2011-05-20,106.43,289.042
2011-05-23,95.659,53.246
2011-05-24,42.941,127.171
2011-05-25,213.166,79.445
2011-05-26,45.175,92.38
2011-05-27,127.376,140.738
2011-05-30,150.648,84.724
2011-05-31,111.881,199.999
2011-06-01,142.295,70.507
2011-06-02,151.391,104.749
2011-06-03,199.996,159.746
2011-06-06,113.855,83.594
2011-06-07,76.654,79.85
2011-06-08,168.156,97.386
2011-06-09,54.671,53.754
2011-06-10,168.966,79.001
2011-06-13,122.393,211.488
2011-06-14,92.533,109.783
2011-06-15,358.128,56.384
2011-06-16,222.615,139.057
2011-06-17,157.968,126.23
2011-06-20,191.12,137.244
2011-06-21,55.192,152.617
2011-06-22,61.402,186.784
2011-06-24,91.302,97.555
2011-06-27,62.641,103.446
2011-06-28,221.087,173.306
2011-06-29,166.29,81.119
2011-06-30,179.997,55.675
2011-07-01,141.769,524.306
2011-07-04,248.028,129.938
2011-07-05,81.685,185.126
2011-07-06,86.011,157.32
2011-07-07,74.813,67.45
2011-07-08,129.346,83.06
2011-07-11,124.412,102.718
2011-07-12,137.453,112.965
2011-07-13,105.06,188.32
2011-07-14,140.677,76.149
2011-07-15,371.426,314.364
2011-07-18,152.22,198.556
2011-07-19,90.743,157.811
2011-07-20,109.944,165.458
2011-07-21,1217.353,100.085
2011-07-22,349.031,100.453
2011-07-25,77.97,60.888
2011-07-26,50.1,86.288
2011-07-27,52.629,75.1
2011-07-28,65.093,108.869
2011-07-29,392.653,427.047
2011-08-01,62.446,90.584
2011-08-02,102.083,95.543
2011-08-03,128.693,223.487
2011-08-04,137.136,186.128
2011-08-05,126.827,190.5
2011-08-08,242.502,216.259
2011-08-09,294.077,296.1
2011-08-10,257.045,132.122
2011-08-11,326.53,114.465
2011-08-12,265.881,60.32
2011-08-15,169.161,94.938
2011-08-16,134.327,62.197
2011-08-17,87.37,182.198
2011-08-18,96.545,128.123
2011-08-19,92.35,91.791
2011-08-22,40.092,100.624
2011-08-23,146.072,83.447
2011-08-24,34.517,78.083
2011-08-25,74.768,71.563
2011-08-26,144.123,96.464
2011-08-29,33.453,106.794
2011-08-30,67.13,226.115
2011-08-31,123.536,139.482
2011-09-01,141.839,266.326
2011-09-02,214.569,151.914
2011-09-05,105.764,156.798
2011-09-06,183.161,153.248
2011-09-08,51.285,172.954
2011-09-09,96.359,151.278
2011-09-12,82.615,179.72
2011-09-13,87.048,143.379
2011-09-14,88.532,159.876
2011-09-15,73.953,88.332
2011-09-16,148.33,196.297
2011-09-19,32.829,80.661
2011-09-20,43.156,117.851
2011-09-21,137.103,89.846
2011-09-22,126.923,176.947
2011-09-23,437.112,69.559
2011-09-26,106.912,167.687
2011-09-27,56.775,77.797
2011-09-28,58.093,58.884
2011-09-29,59.065,75.245
2011-09-30,172.504,85.935
2011-10-03,82.229,110.334
2011-10-04,157.013,100.562
2011-10-05,146.463,86.912
2011-10-06,105.606,132.838
2011-10-07,104.503,52.075
2011-10-10,85.98,138.388
2011-10-11,113.715,64.068
2011-10-13,143.713,154.1
2011-10-14,66.41,65.675
2011-10-17,74.198,108.019
2011-10-18,29.135,65.663
2011-10-19,37.742,37.728
2011-10-20,53.971,304.18
2011-10-21,71.476,108.468
2011-10-24,77.811,111.921
2011-10-25,111.755,129.887
2011-10-26,77.136,121.206
2011-10-27,122.049,263.0
2011-10-28,116.021,109.756
2011-10-31,154.409,430.9
2011-11-01,103.773,149.432
2011-11-03,113.693,141.912
2011-11-04,44.811,84.583
2011-11-07,79.193,114.699
2011-11-08,64.754,84.728
2011-11-09,126.908,159.908
2011-11-10,101.69,70.991
2011-11-11,57.266,75.559
2011-11-14,65.748,62.973
2011-11-16,69.606,83.726
2011-11-17,63.09,80.34
2011-11-18,60.454,64.534
2011-11-21,40.748,480.903
2011-11-22,75.473,81.939
2011-11-23,53.351,37.276
2011-11-24,38.013,63.419
2011-11-25,305.457,137.846
2011-11-28,90.33,101.798
2011-11-29,79.793,88.338
2011-11-30,114.956,85.546
2011-12-01,114.9,90.593
2011-12-02,74.563,142.761
2011-12-05,63.629,111.077
2011-12-06,41.386,89.829
2011-12-07,173.328,121.053
2011-12-08,219.258,224.365
2011-12-09,106.904,124.81
2011-12-12,179.987,78.614
2011-12-13,94.632,89.37
2011-12-14,78.793,167.203
2011-12-15,197.87,90.387
2011-12-16,316.345,97.299
2011-12-19,101.05,82.931
2011-12-20,71.815,99.225
2011-12-21,103.334,66.45
2011-12-22,132.54,183.512
2011-12-23,139.289,115.329
2011-12-26,57.224,167.951
2011-12-27,27.997,83.245
2011-12-28,58.192,58.848
2011-12-29,533.886,133.301
2011-12-30,24.501,176.73
2012-01-02,29.569,105.353
2012-01-03,66.018,90.822
2012-01-04,34.055,140.748
2012-01-05,67.173,131.249
2012-01-06,50.206,71.212
2012-01-09,47.956,139.053
2012-01-10,136.312,116.783
2012-01-11,83.231,68.115
2012-01-12,84.195,108.836
2012-01-13,475.095,78.184
2012-01-16,39.168,96.698
2012-01-17,57.376,257.002
2012-01-18,76.199,101.355
2012-01-19,85.693,150.08
2012-01-20,186.031,110.402
2012-01-23,93.245,182.993
2012-01-24,82.926,116.749
2012-01-25,47.942,83.18
2012-01-26,60.916,117.411
2012-01-27,232.5,198.364
2012-01-30,57.799,124.919
2012-01-31,104.21,304.9
2012-02-01,404.688,166.541
2012-02-02,560.621,185.84
2012-02-03,98.109,124.767
2012-02-06,58.816,140.011
2012-02-07,92.07,176.08
2012-02-08,112.543,90.922
2012-02-09,96.374,265.867
2012-02-10,163.938,117.677
2012-02-13,419.636,254.655
2012-02-14,85.991,80.585
2012-02-15,162.506,152.251
2012-02-16,133.494,238.619
2012-02-17,116.387,144.939
2012-02-22,87.79,150.848
2012-02-23,66.159,60.167
2012-02-24,100.526,169.764
2012-02-27,127.47,264.286
2012-02-28,76.922,101.12
2012-02-29,128.802,198.469
2012-03-01,96.055,133.027
2012-03-02,101.34,167.862
2012-03-05,99.113,476.586
2012-03-06,118.611,77.319
2012-03-07,85.862,101.574
2012-03-08,72.739,116.708
2012-03-09,97.723,195.877
2012-03-12,152.918,125.584
2012-03-13,85.961,106.324
2012-03-14,83.436,74.232
2012-03-15,191.953,124.925
2012-03-16,79.195,116.489
2012-03-19,89.573,73.096
2012-03-20,133.656,65.019
2012-03-21,61.87,72.432
2012-03-22,210.183,120.252
2012-03-23,194.288,151.971
2012-03-26,141.633,100.675
2012-03-27,108.132,122.164
2012-03-28,102.457,100.715
2012-03-29,111.303,121.058
2012-03-30,315.817,50.056
2012-04-02,112.248,121.148
2012-04-03,155.749,81.82
2012-04-04,82.128,82.845
2012-04-05,249.452,213.863
2012-04-09,249.027,191.145
2012-04-10,113.946,79.296
2012-04-11,153.707,69.237
2012-04-12,130.217,212.72
2012-04-13,466.911,509.582
2012-04-16,153.752,103.466
2012-04-17,192.836,79.921
2012-04-18,108.841,92.586
2012-04-19,119.68,117.426
2012-04-20,207.738,177.154
2012-04-23,162.971,302.899
2012-04-24,94.119,127.522
2012-04-25,67.992,77.482
2012-04-26,79.653,138.867
2012-04-27,75.329,58.887
2012-04-30,141.289,87.92
2012-05-02,85.661,82.261
2012-05-03,99.52,207.048
2012-05-04,123.373,133.513
2012-05-07,180.526,92.825
